"","lat","long"
"163",-4.58330011368,55.6666984558
"164",52.3824005127,4.89949989319
"165",52.3824005127,4.89949989319
"166",52.3824005127,4.89949989319
"167",52.3824005127,4.89949989319
"168",54.8800010681,52.3300018311
"169",51.4963989258,-0.122400000691
"170",51.4963989258,-0.122400000691
"171",51.4963989258,-0.122400000691
"172",59,26
"173",59,26
"174",59,26
"175",59,26
"176",59,26
"177",59,26
"178",59,26
"179",59,26
"180",46,25
"181",44.9571990967,34.1108016968
"182",43.1478996277,12.1097002029
"183",43.1478996277,12.1097002029
"184",48.9333000183,2.36669993401
"185",55.7386016846,37.6068000793
"186",55.7386016846,37.6068000793
"187",55.7386016846,37.6068000793
"188",8.99359989166,-79.5196990967
"189",4.59810018539,-74.0757980347
"190",-22.830499649,-43.2192001343
"191",-28.2667007446,-52.4000015259
"192",-22.0153999329,-47.8880004883
"193",46,25
"194",-34.6032981873,-58.3815994263
"195",-34.9215011597,-57.954498291
"196",29.8169994354,-95.5811004639
"197",29.8169994354,-95.5811004639
"198",29.8169994354,-95.5811004639
"199",29.8169994354,-95.5811004639
"200",29.8169994354,-95.5811004639
"201",29.8169994354,-95.5811004639
"202",29.8169994354,-95.5811004639
"203",29.8169994354,-95.5811004639
"204",29.8169994354,-95.5811004639
"205",29.8169994354,-95.5811004639
"206",29.8169994354,-95.5811004639
"207",29.8169994354,-95.5811004639
"208",29.8169994354,-95.5811004639
"209",29.8169994354,-95.5811004639
"210",29.8169994354,-95.5811004639
"211",29.8169994354,-95.5811004639
"212",29.8169994354,-95.5811004639
"213",29.8169994354,-95.5811004639
"214",29.8169994354,-95.5811004639
"215",29.8169994354,-95.5811004639
"216",29.8169994354,-95.5811004639
"217",29.8169994354,-95.5811004639
"218",29.8169994354,-95.5811004639
"219",29.8169994354,-95.5811004639
"220",29.8169994354,-95.5811004639
"221",29.8169994354,-95.5811004639
"222",29.8169994354,-95.5811004639
"223",29.8169994354,-95.5811004639
"224",29.8169994354,-95.5811004639
"225",29.8169994354,-95.5811004639
"226",29.8169994354,-95.5811004639
"227",29.8169994354,-95.5811004639
"228",29.8169994354,-95.5811004639
"229",29.8169994354,-95.5811004639
"230",52.3555984497,4.91349983215
"231",40.742099762,-74.0018005371
"232",52.3555984497,4.91349983215
"233",52.3555984497,4.91349983215
"234",52.3555984497,4.91349983215
"235",52.3555984497,4.91349983215
"236",52.3555984497,4.91349983215
"237",52.3555984497,4.91349983215
"238",52.3555984497,4.91349983215
"239",52.3555984497,4.91349983215
"240",52.3555984497,4.91349983215
"241",52.3555984497,4.91349983215
"242",52.3555984497,4.91349983215
"243",52.3555984497,4.91349983215
"244",52.3555984497,4.91349983215
"245",52.3555984497,4.91349983215
"246",52.3555984497,4.91349983215
"247",52.3555984497,4.91349983215
"248",52.3555984497,4.91349983215
"249",52.3555984497,4.91349983215
"250",52.3555984497,4.91349983215
"251",52.3555984497,4.91349983215
"252",52.3555984497,4.91349983215
"253",52.3555984497,4.91349983215
"254",52.3555984497,4.91349983215
"255",52.3555984497,4.91349983215
"256",52.3555984497,4.91349983215
"257",52.3555984497,4.91349983215
"258",52.3555984497,4.91349983215
"259",52.3555984497,4.91349983215
"260",52.3555984497,4.91349983215
"261",52.3555984497,4.91349983215
"262",52.3555984497,4.91349983215
"263",57,25
"264",57,25
"265",57,25
"266",57,25
"267",57,25
"268",57,25
"269",57,25
"270",57,25
"271",57,25
"272",57,25
"273",57,25
"274",57,25
"275",57,25
"276",57,25
"277",57,25
"278",57,25
"279",55.7386016846,37.6068000793
"280",40.5186004639,-74.349899292
"281",40.5186004639,-74.349899292
"282",40.5186004639,-74.349899292
"283",40.5186004639,-74.349899292
"284",40.5186004639,-74.349899292
"285",40.5186004639,-74.349899292
"286",40.5186004639,-74.349899292
"287",40.5186004639,-74.349899292
"288",40.5186004639,-74.349899292
"289",40.5186004639,-74.349899292
"290",40.5186004639,-74.349899292
"291",40.5186004639,-74.349899292
"292",40.5186004639,-74.349899292
"293",40.5186004639,-74.349899292
"294",40.5186004639,-74.349899292
"295",40.5186004639,-74.349899292
"296",40.5186004639,-74.349899292
"297",41.8824996948,-87.6440963745
"298",41.8824996948,-87.6440963745
"299",41.8824996948,-87.6440963745
"300",-33.4500007629,-70.6667022705
"301",-34.6506004333,-58.3821983337
"302",39.9289016724,116.388298035
"303",37.5984992981,126.978302002
"304",37.5984992981,126.978302002
"305",37.5984992981,126.978302002
"306",37.5984992981,126.978302002
"307",37.5984992981,126.978302002
"308",37.5984992981,126.978302002
"309",37.5984992981,126.978302002
"310",37.5984992981,126.978302002
"311",37.5984992981,126.978302002
"312",37.5984992981,126.978302002
"313",37.5984992981,126.978302002
"314",37.5984992981,126.978302002
"315",37.5984992981,126.978302002
"316",37.5984992981,126.978302002
"317",37.5984992981,126.978302002
"318",37.5984992981,126.978302002
"319",37.3238983154,-121.914398193
"320",37.3238983154,-121.914398193
"321",38.6311988831,-90.192199707
"322",38.6311988831,-90.192199707
"323",38.6311988831,-90.192199707
"324",38.6311988831,-90.192199707
"325",38.6311988831,-90.192199707
"326",38.6311988831,-90.192199707
"327",38.6311988831,-90.192199707
"328",38.6311988831,-90.192199707
"329",39.7524986267,-104.99949646
"330",32.8073005676,-117.132400513
"331",32.8073005676,-117.132400513
"332",37.5111999512,126.974098206
"333",3.08330011368,101.533302307
"334",39.9057998657,32.8190994263
"335",54.6833000183,25.3166999817
"336",29.3374996185,47.6581001282
"337",51.2993011475,9.49100017548
"338",51.2993011475,9.49100017548
"339",51.2993011475,9.49100017548
"340",25.8083000183,106.074996948
"341",25.8083000183,106.074996948
"342",25.8083000183,106.074996948
"343",26.0613994598,119.306098938
"344",25.0167007446,116.711601257
"345",36.6166992188,101.766700745
"346",35.1801986694,136.906692505
"347",39.9289016724,116.388298035
"348",31.863899231,117.280799866
"349",39.9289016724,116.388298035
"350",39.9289016724,116.388298035
"351",36.6514015198,138.181106567
"352",39.8897018433,115.275001526
"353",36.6683006287,116.997200012
"354",36.6166992188,101.766700745
"355",34.6836013794,113.532501221
"356",32.0616989136,118.777801514
"357",32.0616989136,118.777801514
"358",32.0616989136,118.777801514
"359",32.0616989136,118.777801514
"360",32.0616989136,118.777801514
"361",32.0616989136,118.777801514
"362",32.0616989136,118.777801514
"363",32.0616989136,118.777801514
"364",32.0616989136,118.777801514
"365",32.0616989136,118.777801514
"366",32.0616989136,118.777801514
"367",32.0616989136,118.777801514
"368",32.0616989136,118.777801514
"369",32.0616989136,118.777801514
"370",32.0616989136,118.777801514
"371",32.0616989136,118.777801514
"372",32.0616989136,118.777801514
"373",32.0616989136,118.777801514
"374",32.0616989136,118.777801514
"375",32.0616989136,118.777801514
"376",32.0616989136,118.777801514
"377",32.0616989136,118.777801514
"378",32.0616989136,118.777801514
"379",32.0616989136,118.777801514
"380",32.0616989136,118.777801514
"381",32.0616989136,118.777801514
"382",32.0616989136,118.777801514
"383",32.0616989136,118.777801514
"384",32.0616989136,118.777801514
"385",32.0616989136,118.777801514
"386",32.0616989136,118.777801514
"387",32.0616989136,118.777801514
"388",25.0389003754,102.718299866
"389",37.5984992981,126.978302002
"390",39.9289016724,116.388298035
"391",22.3166999817,114.216697693
"392",40.7808990479,-73.7789993286
"393",29.5627994537,106.55280304
"394",29.5627994537,106.55280304
"395",36.6683006287,116.997200012
"396",36.6683006287,116.997200012
"397",13.766699791,109.233299255
"398",10.8142004013,106.643798828
"399",50.9216003418,34.8003005981
"400",40.7552986145,-73.992401123
"401",26.3031005859,-80.2701034546
"402",26.3031005859,-80.2701034546
"403",26.3031005859,-80.2701034546
"404",26.3031005859,-80.2701034546
"405",26.1208992004,-80.1272964478
"406",40.6809005737,-73.9804992676
"407",40.7089004517,-74.0011978149
"408",40.7214012146,-74.0052032471
"409",37.7509994507,-97.8219985962
"410",37.7509994507,-97.8219985962
"411",37.7509994507,-97.8219985962
"412",37.7509994507,-97.8219985962
"413",33.7513008118,-84.3151016235
"414",33.7513008118,-84.3151016235
"415",33.7513008118,-84.3151016235
"416",33.7513008118,-84.3151016235
"417",33.7513008118,-84.3151016235
"418",34.7724990845,113.726600647
"419",34,9
"420",22.5333003998,114.133300781
"421",36.6514015198,138.181106567
"422",37.5111999512,126.974098206
"423",34.0115013123,-117.853500366
"424",34.0115013123,-117.853500366
"425",34.0115013123,-117.853500366
"426",33.6119003296,-111.890602112
"427",37.7312011719,-122.382598877
"428",37.5483016968,-121.988601685
"429",55.7386016846,37.6068000793
"430",55.7386016846,37.6068000793
"431",55.7386016846,37.6068000793
"432",55.7386016846,37.6068000793
"433",52.3824005127,4.89949989319
"434",52.3824005127,4.89949989319
"435",52.3824005127,4.89949989319
"436",41,20
"437",30.2936000824,120.161399841
"438",30.2936000824,120.161399841
"439",30.2936000824,120.161399841
"440",30.2936000824,120.161399841
"441",30.2936000824,120.161399841
"442",30.2936000824,120.161399841
"443",30.2936000824,120.161399841
"444",30.2936000824,120.161399841
"445",59.8944015503,30.2642002106
"446",59.8944015503,30.2642002106
"447",59.8944015503,30.2642002106
"448",59.8944015503,30.2642002106
"449",59.8944015503,30.2642002106
"450",59.8944015503,30.2642002106
"451",59.8944015503,30.2642002106
"452",59.8944015503,30.2642002106
"453",59.8944015503,30.2642002106
"454",59.8944015503,30.2642002106
"455",59.8944015503,30.2642002106
"456",44.8683013916,13.8480997086
"457",44.8683013916,13.8480997086
"458",44.8683013916,13.8480997086
"459",44.8683013916,13.8480997086
"460",44.8683013916,13.8480997086
"461",44.8683013916,13.8480997086
"462",44.8683013916,13.8480997086
"463",44.8683013916,13.8480997086
"464",44.8683013916,13.8480997086
"465",44.8683013916,13.8480997086
"466",44.8683013916,13.8480997086
"467",44.8683013916,13.8480997086
"468",44.8683013916,13.8480997086
"469",44.8683013916,13.8480997086
"470",44.8683013916,13.8480997086
"471",59.8944015503,30.2642002106
"472",59.8944015503,30.2642002106
"473",59.8944015503,30.2642002106
"474",59.8944015503,30.2642002106
"475",59.8944015503,30.2642002106
"476",59.8944015503,30.2642002106
"477",59.8944015503,30.2642002106
"478",59.8944015503,30.2642002106
"479",59.8944015503,30.2642002106
"480",59.8944015503,30.2642002106
"481",51.9000015259,-8.94999980927
"482",51.9000015259,-8.94999980927
"483",59.8944015503,30.2642002106
"484",59.8944015503,30.2642002106
"485",59.8944015503,30.2642002106
"486",59.8944015503,30.2642002106
"487",59.8944015503,30.2642002106
"488",59.8944015503,30.2642002106
"489",59.8944015503,30.2642002106
"490",59.8944015503,30.2642002106
"491",59.8944015503,30.2642002106
"492",59.8944015503,30.2642002106
"493",59.8944015503,30.2642002106
"494",59.8944015503,30.2642002106
"495",59.8944015503,30.2642002106
"496",59.8944015503,30.2642002106
"497",59.8944015503,30.2642002106
"498",59.8944015503,30.2642002106
"499",59.8944015503,30.2642002106
"500",59.8944015503,30.2642002106
"501",59.8944015503,30.2642002106
"502",59.8944015503,30.2642002106
"503",59.8944015503,30.2642002106
"504",59.8944015503,30.2642002106
"505",59.8944015503,30.2642002106
"506",59.8944015503,30.2642002106
"507",59.8944015503,30.2642002106
"508",59.8944015503,30.2642002106
"509",59.8944015503,30.2642002106
"510",59.8944015503,30.2642002106
"511",59.8944015503,30.2642002106
"512",59.8944015503,30.2642002106
"513",59.8944015503,30.2642002106
"514",59.8944015503,30.2642002106
"515",59.8944015503,30.2642002106
"516",59.8944015503,30.2642002106
"517",39.9832000732,-75.7481002808
"518",52.3613014221,4.64639997482
"519",52.3613014221,4.64639997482
"520",52.3613014221,4.64639997482
"521",52.3613014221,4.64639997482
"522",52.3613014221,4.64639997482
"523",52.3613014221,4.64639997482
"524",52.3613014221,4.64639997482
"525",52.3613014221,4.64639997482
"526",52.3613014221,4.64639997482
"527",52.3613014221,4.64639997482
"528",52.3613014221,4.64639997482
"529",52.3613014221,4.64639997482
"530",52.3613014221,4.64639997482
"531",52.3613014221,4.64639997482
"532",52.3613014221,4.64639997482
"533",52.3613014221,4.64639997482
"534",52.3613014221,4.64639997482
"535",48.8582000732,2.33870005608
"536",48.8582000732,2.33870005608
"537",48.8582000732,2.33870005608
"538",48.8582000732,2.33870005608
"539",48.8582000732,2.33870005608
"540",40.6521987915,109.82219696
"541",1.28550004959,103.856498718
"542",32.0616989136,118.777801514
"543",32.0616989136,118.777801514
"544",32.0616989136,118.777801514
"545",32.0616989136,118.777801514
"546",32.0616989136,118.777801514
"547",30.5800991058,114.273399353
"548",30.5800991058,114.273399353
"549",37.4989013672,126.783096313
"550",36.0564002991,103.792198181
"551",31.863899231,117.280799866
"552",30.870300293,120.093299866
"553",30.2936000824,120.161399841
"554",30.2936000824,120.161399841
"555",35.870300293,128.591094971
"556",46.8333015442,130.350006104
"557",32.0616989136,118.777801514
"558",32.0616989136,118.777801514
"559",32.0616989136,118.777801514
"560",48.8582000732,2.33870005608
"561",32.0666999817,34.7667007446
"562",37.7312011719,-122.382598877
"563",33.9057998657,-84.1802978516
"564",27.8866996765,-82.5117034912
"565",42.7526016235,-73.7804031372
"566",42.7526016235,-73.7804031372
"567",42.7526016235,-73.7804031372
"568",42.7526016235,-73.7804031372
"569",42.7526016235,-73.7804031372
"570",42.7526016235,-73.7804031372
"571",42.7526016235,-73.7804031372
"572",42.7526016235,-73.7804031372
"573",32.8073005676,-117.132400513
"574",32.8073005676,-117.132400513
"575",32.8073005676,-117.132400513
"576",32.8073005676,-117.132400513
"577",37.515499115,-121.896202087
"578",37.515499115,-121.896202087
"579",37.515499115,-121.896202087
"580",37.515499115,-121.896202087
"581",37.515499115,-121.896202087
"582",37.515499115,-121.896202087
"583",37.515499115,-121.896202087
"584",37.515499115,-121.896202087
"585",37.515499115,-121.896202087
"586",37.515499115,-121.896202087
"587",47.1449012756,8.15509986877
"588",53,-2.18330001831
"589",53,-2.18330001831
"590",53,-2.18330001831
"591",53,-2.18330001831
"592",53,-2.18330001831
"593",53,-2.18330001831
"594",53,-2.18330001831
"595",53,-2.18330001831
"596",53,-2.18330001831
"597",53,-2.18330001831
"598",53,-2.18330001831
"599",53,-2.18330001831
"600",53,-2.18330001831
"601",53,-2.18330001831
"602",53,-2.18330001831
"603",53,-2.18330001831
"604",53,-2.18330001831
"605",53,-2.18330001831
"606",53,-2.18330001831
"607",53,-2.18330001831
"608",53,-2.18330001831
"609",53,-2.18330001831
"610",53,-2.18330001831
"611",53,-2.18330001831
"612",53,-2.18330001831
"613",53,-2.18330001831
"614",53,-2.18330001831
"615",53,-2.18330001831
"616",53,-2.18330001831
"617",53,-2.18330001831
"618",53,-2.18330001831
"619",53,-2.18330001831
"620",53,-2.18330001831
"621",53,-2.18330001831
"622",53,-2.18330001831
"623",53,-2.18330001831
"624",53,-2.18330001831
"625",53,-2.18330001831
"626",53,-2.18330001831
"627",53,-2.18330001831
"628",53,-2.18330001831
"629",53,-2.18330001831
"630",53,-2.18330001831
"631",53,-2.18330001831
"632",53,-2.18330001831
"633",53,-2.18330001831
"634",53,-2.18330001831
"635",53,-2.18330001831
"636",53,-2.18330001831
"637",53,-2.18330001831
"638",53,-2.18330001831
"639",53,-2.18330001831
"640",53,-2.18330001831
"641",53,-2.18330001831
"642",53,-2.18330001831
"643",53,-2.18330001831
"644",53,-2.18330001831
"645",53,-2.18330001831
"646",53,-2.18330001831
"647",53,-2.18330001831
"648",53,-2.18330001831
"649",53,-2.18330001831
"650",53,-2.18330001831
"651",53,-2.18330001831
"652",53,-2.18330001831
"653",53,-2.18330001831
"654",53,-2.18330001831
"655",53,-2.18330001831
"656",53,-2.18330001831
"657",53,-2.18330001831
"658",53,-2.18330001831
"659",53,-2.18330001831
"660",53,-2.18330001831
"661",53,-2.18330001831
"662",53,-2.18330001831
"663",53,-2.18330001831
"664",53,-2.18330001831
"665",53,-2.18330001831
"666",53,-2.18330001831
"667",53,-2.18330001831
"668",53,-2.18330001831
"669",53,-2.18330001831
"670",53,-2.18330001831
"671",53,-2.18330001831
"672",53,-2.18330001831
"673",53,-2.18330001831
"674",53,-2.18330001831
"675",53,-2.18330001831
"676",53,-2.18330001831
"677",53,-2.18330001831
"678",53,-2.18330001831
"679",53,-2.18330001831
"680",53,-2.18330001831
"681",53,-2.18330001831
"682",53,-2.18330001831
"683",53,-2.18330001831
"684",53,-2.18330001831
"685",53,-2.18330001831
"686",53,-2.18330001831
"687",53,-2.18330001831
"688",53,-2.18330001831
"689",53,-2.18330001831
"690",53,-2.18330001831
"691",53,-2.18330001831
"692",53,-2.18330001831
"693",53,-2.18330001831
"694",37.8450012207,27.8395996094
"695",40.1916999817,29.0611000061
"696",48.8582000732,2.33870005608
"697",43.4995002747,11.910900116
"698",-4.58330011368,55.6666984558
"699",-4.58330011368,55.6666984558
"700",-4.58330011368,55.6666984558
"701",-4.58330011368,55.6666984558
"702",-4.58330011368,55.6666984558
"703",-4.58330011368,55.6666984558
"704",-4.58330011368,55.6666984558
"705",59.4667015076,17.8999996185
"706",40.2784996033,28.0741996765
"707",37.5228004456,42.459400177
"708",54.3608016968,18.6583003998
"709",52.2285003662,17.1079998016
"710",41.0214004517,28.9948005676
"711",38.5698013306,29.4064006805
"712",50.0848007202,14.4111995697
"713",-4.58330011368,55.6666984558
"714",-4.58330011368,55.6666984558
"715",-4.58330011368,55.6666984558
"716",-4.58330011368,55.6666984558
"717",-4.58330011368,55.6666984558
"718",-4.58330011368,55.6666984558
"719",-4.58330011368,55.6666984558
"720",-4.58330011368,55.6666984558
"721",-4.58330011368,55.6666984558
"722",-4.58330011368,55.6666984558
"723",-4.58330011368,55.6666984558
"724",-4.58330011368,55.6666984558
"725",-4.58330011368,55.6666984558
"726",-4.58330011368,55.6666984558
"727",55.7386016846,37.6068000793
"728",55.7386016846,37.6068000793
"729",55.7386016846,37.6068000793
"730",-4.58330011368,55.6666984558
"731",-4.58330011368,55.6666984558
"732",-4.58330011368,55.6666984558
"733",-4.58330011368,55.6666984558
"734",55.7386016846,37.6068000793
"735",55.7386016846,37.6068000793
